item_id,domain,trait,trait_key,framework,source,license,response_scale,keyed,key,reverse_score,text
LOC-09,Accountability,Locus of Control (Internal),locus_of_control,Core Self-Evaluations / Locus of Control,WLCS-style (Spector) / IE-4,Free with citation / CC-BY (IE-4),Likert-5 (1-5),reverse,-1,True,Who you know matters more than how well you do your work.
LOC-10,Accountability,Locus of Control (Internal),locus_of_control,Core Self-Evaluations / Locus of Control,WLCS-style (Spector) / IE-4,Free with citation / CC-BY (IE-4),Likert-5 (1-5),reverse,-1,True,It takes a lot of luck to be an outstanding employee.
GRT-01,Stamina,Grit (Perseverance of Effort),grit,Grit - perseverance facet only,IPIP Industriousness & Self-Discipline,Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I finish whatever I begin.
GRT-02,Stamina,Grit (Perseverance of Effort),grit,Grit - perseverance facet only,IPIP Industriousness & Self-Discipline,Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I am a hard worker.
GRT-03,Stamina,Grit (Perseverance of Effort),grit,Grit - perseverance facet only,IPIP Industriousness & Self-Discipline,Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I am diligent and persistent.
GRT-04,Stamina,Grit (Perseverance of Effort),grit,Grit - perseverance facet only,IPIP Industriousness & Self-Discipline,Public Domain (IPIP),Likert-5 (1-5),positive,1,False,Setbacks don't discourage me; I bounce back and keep going.
GRT-05,Stamina,Grit (Perseverance of Effort),grit,Grit - perseverance facet only,IPIP Industriousness & Self-Discipline,Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I carry my plans through to completion.
GRT-06,Stamina,Grit (Perseverance of Effort),grit,Grit - perseverance facet only,IPIP Industriousness & Self-Discipline,Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I have a hard time finishing tasks that take a long time.
GRT-07,Stamina,Grit (Perseverance of Effort),grit,Grit - perseverance facet only,IPIP Industriousness & Self-Discipline,Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I give up easily when things get difficult.
GRT-08,Stamina,Grit (Perseverance of Effort),grit,Grit - perseverance facet only,IPIP Industriousness & Self-Discipline,Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I often lose focus before completing a project.
GRT-09,Stamina,Grit (Perseverance of Effort),grit,Grit - perseverance facet only,IPIP Industriousness & Self-Discipline,Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,Obstacles tend to discourage me.
GRT-10,Stamina,Grit (Perseverance of Effort),grit,Grit - perseverance facet only,IPIP Industriousness & Self-Discipline,Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I abandon goals that turn out to be harder than expected.
EQ-01,Self-Regulation,Emotional Intelligence (Trait),emotional_intelligence,Trait Emotional Intelligence,"IPIP-EI (Barchard, 2001)",Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I am good at reading other people's emotions.
EQ-02,Self-Regulation,Emotional Intelligence (Trait),emotional_intelligence,Trait Emotional Intelligence,"IPIP-EI (Barchard, 2001)",Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I understand why my own emotions change.
EQ-03,Self-Regulation,Emotional Intelligence (Trait),emotional_intelligence,Trait Emotional Intelligence,"IPIP-EI (Barchard, 2001)",Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I can stay composed and manage my feelings in tense situations.
EQ-04,Self-Regulation,Emotional Intelligence (Trait),emotional_intelligence,Trait Emotional Intelligence,"IPIP-EI (Barchard, 2001)",Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I notice how others are feeling before they say anything.
EQ-05,Self-Regulation,Emotional Intelligence (Trait),emotional_intelligence,Trait Emotional Intelligence,"IPIP-EI (Barchard, 2001)",Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I can usually help calm someone who is upset.
EQ-06,Self-Regulation,Emotional Intelligence (Trait),emotional_intelligence,Trait Emotional Intelligence,"IPIP-EI (Barchard, 2001)",Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I find it hard to tell what others are feeling.
EQ-07,Self-Regulation,Emotional Intelligence (Trait),emotional_intelligence,Trait Emotional Intelligence,"IPIP-EI (Barchard, 2001)",Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I am often confused about which emotion I am feeling.
EQ-08,Self-Regulation,Emotional Intelligence (Trait),emotional_intelligence,Trait Emotional Intelligence,"IPIP-EI (Barchard, 2001)",Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I lose control of my emotions when I am stressed.
EQ-09,Self-Regulation,Emotional Intelligence (Trait),emotional_intelligence,Trait Emotional Intelligence,"IPIP-EI (Barchard, 2001)",Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I rarely notice the emotional reactions of people around me.
EQ-10,Self-Regulation,Emotional Intelligence (Trait),emotional_intelligence,Trait Emotional Intelligence,"IPIP-EI (Barchard, 2001)",Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I struggle to help others manage their feelings.
AMB-01,Agility,Tolerance for Ambiguity,ambiguity_tolerance,Tolerance for Ambiguity,IPIP Openness facets + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),positive,1,False,I am comfortable making decisions with incomplete information.
AMB-02,Agility,Tolerance for Ambiguity,ambiguity_tolerance,Tolerance for Ambiguity,IPIP Openness facets + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),positive,1,False,I enjoy situations where there is no clear right answer.
AMB-03,Agility,Tolerance for Ambiguity,ambiguity_tolerance,Tolerance for Ambiguity,IPIP Openness facets + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),positive,1,False,I can work effectively even when goals are unclear.
AMB-04,Agility,Tolerance for Ambiguity,ambiguity_tolerance,Tolerance for Ambiguity,IPIP Openness facets + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),positive,1,False,I adapt easily when plans change unexpectedly.
AMB-05,Agility,Tolerance for Ambiguity,ambiguity_tolerance,Tolerance for Ambiguity,IPIP Openness facets + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),positive,1,False,I find uncertainty interesting rather than threatening.
AMB-06,Agility,Tolerance for Ambiguity,ambiguity_tolerance,Tolerance for Ambiguity,IPIP Openness facets + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),reverse,-1,True,I feel uneasy when a situation is unpredictable.
AMB-07,Agility,Tolerance for Ambiguity,ambiguity_tolerance,Tolerance for Ambiguity,IPIP Openness facets + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),reverse,-1,True,"I strongly prefer tasks with clear, detailed instructions."
AMB-08,Agility,Tolerance for Ambiguity,ambiguity_tolerance,Tolerance for Ambiguity,IPIP Openness facets + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),reverse,-1,True,I get frustrated when a problem has no definite solution.
AMB-09,Agility,Tolerance for Ambiguity,ambiguity_tolerance,Tolerance for Ambiguity,IPIP Openness facets + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),reverse,-1,True,I dislike starting work before everything is clearly defined.
AMB-10,Agility,Tolerance for Ambiguity,ambiguity_tolerance,Tolerance for Ambiguity,IPIP Openness facets + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),reverse,-1,True,I need certainty before I can move forward.
NACH-01,Motivation,Need for Achievement,need_for_achievement,Need for Achievement (McClelland),IPIP NEO Achievement-Striving (C4),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I set high standards for myself and for others.
NACH-02,Motivation,Need for Achievement,need_for_achievement,Need for Achievement (McClelland),IPIP NEO Achievement-Striving (C4),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I work hard to be among the best at what I do.
NACH-03,Motivation,Need for Achievement,need_for_achievement,Need for Achievement (McClelland),IPIP NEO Achievement-Striving (C4),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I go straight for the goal.
NACH-04,Motivation,Need for Achievement,need_for_achievement,Need for Achievement (McClelland),IPIP NEO Achievement-Striving (C4),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I am driven to accomplish ambitious targets.
NACH-05,Motivation,Need for Achievement,need_for_achievement,Need for Achievement (McClelland),IPIP NEO Achievement-Striving (C4),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I consistently do more than what is expected of me.
NACH-06,Motivation,Need for Achievement,need_for_achievement,Need for Achievement (McClelland),IPIP NEO Achievement-Striving (C4),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I am satisfied with simply getting the job done adequately.
NACH-07,Motivation,Need for Achievement,need_for_achievement,Need for Achievement (McClelland),IPIP NEO Achievement-Striving (C4),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I do just enough work to get by.
NACH-08,Motivation,Need for Achievement,need_for_achievement,Need for Achievement (McClelland),IPIP NEO Achievement-Striving (C4),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I put little effort into reaching difficult goals.
NACH-09,Motivation,Need for Achievement,need_for_achievement,Need for Achievement (McClelland),IPIP NEO Achievement-Striving (C4),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I am content to stay at my current level of performance.
NACH-10,Motivation,Need for Achievement,need_for_achievement,Need for Achievement (McClelland),IPIP NEO Achievement-Striving (C4),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I avoid taking on challenging targets.
NFC-01,Analytical,Need for Cognition,need_for_cognition,Need for Cognition,IPIP Intellect (NEO O5),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I enjoy thinking through complex problems.
NFC-02,Analytical,Need for Cognition,need_for_cognition,Need for Cognition,IPIP Intellect (NEO O5),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I prefer tasks that challenge me intellectually.
NFC-03,Analytical,Need for Cognition,need_for_cognition,Need for Cognition,IPIP Intellect (NEO O5),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I like to solve puzzles and figure things out.
NFC-04,Analytical,Need for Cognition,need_for_cognition,Need for Cognition,IPIP Intellect (NEO O5),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I would rather analyze a problem deeply than move on quickly.
NFC-05,Analytical,Need for Cognition,need_for_cognition,Need for Cognition,IPIP Intellect (NEO O5),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I enjoy learning new and difficult material.
NFC-06,Analytical,Need for Cognition,need_for_cognition,Need for Cognition,IPIP Intellect (NEO O5),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I avoid situations that require a lot of thinking.
NFC-07,Analytical,Need for Cognition,need_for_cognition,Need for Cognition,IPIP Intellect (NEO O5),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I prefer simple problems to complex ones.
NFC-08,Analytical,Need for Cognition,need_for_cognition,Need for Cognition,IPIP Intellect (NEO O5),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,Thinking hard for long periods tires me out.
NFC-09,Analytical,Need for Cognition,need_for_cognition,Need for Cognition,IPIP Intellect (NEO O5),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I only think as hard as I have to.
NFC-10,Analytical,Need for Cognition,need_for_cognition,Need for Cognition,IPIP Intellect (NEO O5),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I find little satisfaction in deliberating over difficult issues.
SEF-01,Self-Belief,Generalized Self-Efficacy,self_efficacy,Core Self-Evaluations / Self-Efficacy,IPIP Self-Efficacy / Competence (NEO C1),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I am confident I can handle most problems that come my way.
SEF-02,Self-Belief,Generalized Self-Efficacy,self_efficacy,Core Self-Evaluations / Self-Efficacy,IPIP Self-Efficacy / Competence (NEO C1),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,"If I try hard enough, I can usually solve difficult situations."
SEF-03,Self-Belief,Generalized Self-Efficacy,self_efficacy,Core Self-Evaluations / Self-Efficacy,IPIP Self-Efficacy / Competence (NEO C1),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I complete tasks successfully.
SEF-04,Self-Belief,Generalized Self-Efficacy,self_efficacy,Core Self-Evaluations / Self-Efficacy,IPIP Self-Efficacy / Competence (NEO C1),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I believe in my ability to learn what a new role requires.
SEF-05,Self-Belief,Generalized Self-Efficacy,self_efficacy,Core Self-Evaluations / Self-Efficacy,IPIP Self-Efficacy / Competence (NEO C1),Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I trust myself to perform well under pressure.
SEF-06,Self-Belief,Generalized Self-Efficacy,self_efficacy,Core Self-Evaluations / Self-Efficacy,IPIP Self-Efficacy / Competence (NEO C1),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I doubt my ability to deal with unexpected problems.
SEF-07,Self-Belief,Generalized Self-Efficacy,self_efficacy,Core Self-Evaluations / Self-Efficacy,IPIP Self-Efficacy / Competence (NEO C1),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I often feel I am not capable of handling difficult tasks.
SEF-08,Self-Belief,Generalized Self-Efficacy,self_efficacy,Core Self-Evaluations / Self-Efficacy,IPIP Self-Efficacy / Competence (NEO C1),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I give up on tasks when I'm unsure I can complete them.
SEF-09,Self-Belief,Generalized Self-Efficacy,self_efficacy,Core Self-Evaluations / Self-Efficacy,IPIP Self-Efficacy / Competence (NEO C1),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I feel out of my depth when facing new challenges.
SEF-10,Self-Belief,Generalized Self-Efficacy,self_efficacy,Core Self-Evaluations / Self-Efficacy,IPIP Self-Efficacy / Competence (NEO C1),Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I find it hard to believe I can reach my goals.
PRO-01,Initiative,Proactive Personality,proactive_personality,Proactive Personality,IPIP Assertiveness/Activity + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),positive,1,False,I actively look for ways to improve how things are done.
PRO-02,Initiative,Proactive Personality,proactive_personality,Proactive Personality,IPIP Assertiveness/Activity + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),positive,1,False,"If I see something I don't like, I work to change it."
PRO-03,Initiative,Proactive Personality,proactive_personality,Proactive Personality,IPIP Assertiveness/Activity + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),positive,1,False,I take initiative without waiting to be told.
PRO-04,Initiative,Proactive Personality,proactive_personality,Proactive Personality,IPIP Assertiveness/Activity + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),positive,1,False,I create opportunities rather than waiting for them.
PRO-05,Initiative,Proactive Personality,proactive_personality,Proactive Personality,IPIP Assertiveness/Activity + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),positive,1,False,I am constantly looking for new ways to make things better.
PRO-06,Initiative,Proactive Personality,proactive_personality,Proactive Personality,IPIP Assertiveness/Activity + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),reverse,-1,True,I wait for others to take the lead before I act.
PRO-07,Initiative,Proactive Personality,proactive_personality,Proactive Personality,IPIP Assertiveness/Activity + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),reverse,-1,True,I rarely speak up to suggest improvements.
PRO-08,Initiative,Proactive Personality,proactive_personality,Proactive Personality,IPIP Assertiveness/Activity + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),reverse,-1,True,I prefer to stick with how things are currently done.
PRO-09,Initiative,Proactive Personality,proactive_personality,Proactive Personality,IPIP Assertiveness/Activity + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),reverse,-1,True,I let others identify the problems that need solving.
PRO-10,Initiative,Proactive Personality,proactive_personality,Proactive Personality,IPIP Assertiveness/Activity + IPIP-style original,Public Domain (IPIP) / Original,Likert-5 (1-5),reverse,-1,True,I avoid taking on responsibilities that aren't assigned to me.
RSK-01,Risk Strategy,Risk Tolerance,risk_tolerance,Risk Tolerance (DOSPERT domains),DOSPERT-style + IPIP Excitement-Seeking,Open with citation / Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I am willing to take significant risks to achieve a large reward.
RSK-02,Risk Strategy,Risk Tolerance,risk_tolerance,Risk Tolerance (DOSPERT domains),DOSPERT-style + IPIP Excitement-Seeking,Open with citation / Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I would back a venture with high potential return despite high uncertainty.
RSK-03,Risk Strategy,Risk Tolerance,risk_tolerance,Risk Tolerance (DOSPERT domains),DOSPERT-style + IPIP Excitement-Seeking,Open with citation / Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I am comfortable making bold decisions involving money.
RSK-04,Risk Strategy,Risk Tolerance,risk_tolerance,Risk Tolerance (DOSPERT domains),DOSPERT-style + IPIP Excitement-Seeking,Open with citation / Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I would choose a role with an uncertain but potentially high payoff over a stable one.
RSK-05,Risk Strategy,Risk Tolerance,risk_tolerance,Risk Tolerance (DOSPERT domains),DOSPERT-style + IPIP Excitement-Seeking,Open with citation / Public Domain (IPIP),Likert-5 (1-5),positive,1,False,I enjoy taking chances.
RSK-06,Risk Strategy,Risk Tolerance,risk_tolerance,Risk Tolerance (DOSPERT domains),DOSPERT-style + IPIP Excitement-Seeking,Open with citation / Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I prefer safe choices with predictable outcomes.
RSK-07,Risk Strategy,Risk Tolerance,risk_tolerance,Risk Tolerance (DOSPERT domains),DOSPERT-style + IPIP Excitement-Seeking,Open with citation / Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I avoid decisions where I could lose a lot.
RSK-08,Risk Strategy,Risk Tolerance,risk_tolerance,Risk Tolerance (DOSPERT domains),DOSPERT-style + IPIP Excitement-Seeking,Open with citation / Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I get anxious when outcomes are uncertain.
RSK-09,Risk Strategy,Risk Tolerance,risk_tolerance,Risk Tolerance (DOSPERT domains),DOSPERT-style + IPIP Excitement-Seeking,Open with citation / Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I would rather have a guaranteed modest result than gamble for more.
RSK-10,Risk Strategy,Risk Tolerance,risk_tolerance,Risk Tolerance (DOSPERT domains),DOSPERT-style + IPIP Excitement-Seeking,Open with citation / Public Domain (IPIP),Likert-5 (1-5),reverse,-1,True,I steer clear of high-stakes situations.
FTP-01,Time Horizon,Future Time Perspective,future_time_perspective,Future Time Perspective,IPIP-style original (ZTPI is copyrighted for commercial use),Original - license-free for project owner,Likert-5 (1-5),positive,1,False,I make plans with long-term goals in mind.
FTP-02,Time Horizon,Future Time Perspective,future_time_perspective,Future Time Perspective,IPIP-style original (ZTPI is copyrighted for commercial use),Original - license-free for project owner,Likert-5 (1-5),positive,1,False,I am willing to give up short-term rewards for long-term gains.
FTP-03,Time Horizon,Future Time Perspective,future_time_perspective,Future Time Perspective,IPIP-style original (ZTPI is copyrighted for commercial use),Original - license-free for project owner,Likert-5 (1-5),positive,1,False,I think a lot about how today's choices affect my future.
FTP-04,Time Horizon,Future Time Perspective,future_time_perspective,Future Time Perspective,IPIP-style original (ZTPI is copyrighted for commercial use),Original - license-free for project owner,Likert-5 (1-5),positive,1,False,I set goals years in advance.
FTP-05,Time Horizon,Future Time Perspective,future_time_perspective,Future Time Perspective,IPIP-style original (ZTPI is copyrighted for commercial use),Original - license-free for project owner,Likert-5 (1-5),positive,1,False,I prioritize building for the future over immediate enjoyment.
FTP-06,Time Horizon,Future Time Perspective,future_time_perspective,Future Time Perspective,IPIP-style original (ZTPI is copyrighted for commercial use),Original - license-free for project owner,Likert-5 (1-5),reverse,-1,True,I focus mostly on what I can get right now.
FTP-07,Time Horizon,Future Time Perspective,future_time_perspective,Future Time Perspective,IPIP-style original (ZTPI is copyrighted for commercial use),Original - license-free for project owner,Likert-5 (1-5),reverse,-1,True,I rarely think about the long-term consequences of my actions.
FTP-08,Time Horizon,Future Time Perspective,future_time_perspective,Future Time Perspective,IPIP-style original (ZTPI is copyrighted for commercial use),Original - license-free for project owner,Likert-5 (1-5),reverse,-1,True,I prefer immediate rewards over future ones.
FTP-09,Time Horizon,Future Time Perspective,future_time_perspective,Future Time Perspective,IPIP-style original (ZTPI is copyrighted for commercial use),Original - license-free for project owner,Likert-5 (1-5),reverse,-1,True,I find it hard to stay motivated by distant goals.
FTP-10,Time Horizon,Future Time Perspective,future_time_perspective,Future Time Perspective,IPIP-style original (ZTPI is copyrighted for commercial use),Original - license-free for project owner,Likert-5 (1-5),reverse,-1,True,I live mostly in the present without much thought for later.
